Aug 04, 2025  02:28:21 PM
Residual Gas Analyzer Software 
RGA Software Version, 3.218.004

Pressure vs Time Scan Setup:

Active channels in Scan, 2 
Units, Torr
Sample Period, 1.00, sec
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1235, Volts
CEM Gain, 1.03E+003 
Sensitivity Factor, 1.99E-005 
Filament Current, 1.00, mAmps
Start time, Aug 04, 2025  02:28:21 PM 
Channel,  Mass(amu),     Name,                 Cal Factor,  Noise Floor, CEM Status

1         24.00          magnesium             1.00         3            OFF
2         138.00         Barium                1.00         3            OFF


Time(s)      Channel#1   Channel#2   

0.000,   1.4201E-008,   5.5276E-009,  
0.998,   7.9849E-009,   6.1156E-009,  
2.090,   6.2111E-009,   4.6533E-009,  
3.026,   5.3317E-009,   5.5276E-009,  
4.040,   7.5025E-009,   5.7588E-009,  
5.054,   7.0503E-009,   4.5930E-009,  
6.068,   6.1407E-009,   4.5930E-009,  
7.082,   6.7286E-009,   4.6985E-009,  
8.096,   9.0754E-009,   5.4372E-009,  
9.110,   5.7136E-009,   4.9296E-009,  
10.124,   4.9196E-009,   5.2211E-009,  
11.138,   6.1658E-009,   4.8643E-009,  
12.168,   8.2764E-009,   5.6583E-009,  
13.166,   6.7387E-009,   6.3518E-009,  
14.180,   5.9899E-009,   4.9397E-009,  
15.194,   6.4874E-009,   5.1508E-009,  
16.208,   6.8643E-009,   4.8543E-009,  
17.222,   5.8342E-009,   4.7487E-009,  
18.236,   6.9899E-009,   6.8090E-009,  
19.250,   7.5226E-009,   5.4472E-009,  
20.264,   8.6030E-009,   5.0201E-009,  
21.278,   6.0804E-009,   4.8492E-009,  
22.292,   7.4673E-009,   5.0251E-009,  
23.306,   8.2462E-009,   4.7085E-009,  
24.320,   6.5980E-009,   4.9095E-009,  
25.334,   5.0402E-009,   5.4573E-009,  
26.348,   6.4271E-009,   5.6030E-009,  
27.362,   7.3166E-009,   4.7789E-009,  
28.376,   6.9447E-009,   5.5930E-009,  
29.390,   5.2161E-009,   7.6784E-009,  
30.404,   7.3869E-009,   5.9799E-009,  
31.418,   8.3668E-009,   4.4623E-009,  
32.432,   6.7035E-009,   4.5879E-009,  
33.462,   6.8241E-009,   5.3317E-009,  
34.460,   8.5327E-009,   5.9749E-009,  
35.474,   7.7889E-009,   5.3970E-009,  
36.488,   5.8844E-009,   5.5628E-009,  
37.518,   6.8442E-009,   6.3166E-009,  
38.516,   8.3920E-009,   6.2211E-009,  
39.546,   8.0854E-009,   5.1558E-009,  
40.544,   6.1960E-009,   5.0101E-009,  
41.558,   7.8040E-009,   5.2663E-009,  
42.588,   7.2111E-009,   6.3317E-009,  
43.586,   5.5327E-009,   6.0151E-009,  
44.600,   5.3869E-009,   5.5829E-009,  
45.614,   7.3317E-009,   3.7387E-009,  
46.628,   8.3216E-009,   3.8543E-009,  
47.642,   6.8945E-009,   5.1055E-009,  
48.656,   5.4673E-009,   5.0352E-009,  
49.670,   7.1206E-009,   4.8543E-009,  
50.684,   8.4925E-009,   4.3668E-009,  
51.698,   5.7487E-009,   4.0352E-009,  
52.712,   6.4874E-009,   6.0905E-009,  
53.726,   9.0050E-009,   4.2915E-009,  
54.741,   7.3518E-009,   4.0603E-009,  
55.755,   6.7990E-009,   4.6432E-009,  
56.769,   6.9598E-009,   4.6683E-009,  
57.783,   8.2161E-009,   4.8090E-009,  
58.797,   4.8141E-009,   4.7136E-009,  
59.811,   9.3216E-009,   5.7889E-009,  
60.825,   6.7236E-009,   5.0452E-009,  
61.839,   8.3819E-009,   5.2060E-009,  
62.853,   6.5980E-009,   4.6080E-009,  
63.867,   6.4975E-009,   4.6231E-009,  
64.881,   8.9146E-009,   5.5427E-009,  
65.895,   6.4070E-009,   4.4322E-009,  
