Jul 31, 2025  12:26:25 PM
Residual Gas Analyzer Software 
RGA Software Version, 3.218.004

Pressure vs Time Scan Setup:

Active channels in Scan, 2 
Units, Torr
Sample Period, 1.00, sec
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1235, Volts
CEM Gain, 1.03E+003 
Sensitivity Factor, 1.99E-005 
Filament Current, 1.00, mAmps
Start time, Jul 31, 2025  12:26:25 PM 
Channel,  Mass(amu),     Name,                 Cal Factor,  Noise Floor, CEM Status

1         24.00          magnesium             1.00         3            OFF
2         138.00         Barium                1.00         3            OFF


Time(s)      Channel#1   Channel#2   

0.000,   3.5276E-008,   5.6231E-009,  
1.014,   3.1613E-008,   4.9447E-009,  
2.012,   2.9784E-008,   5.3769E-009,  
3.026,   2.9146E-008,   6.3769E-009,  
4.040,   2.7101E-008,   5.5126E-009,  
5.070,   2.5704E-008,   4.8141E-009,  
6.068,   2.8990E-008,   6.2814E-009,  
7.082,   2.6010E-008,   5.1055E-009,  
8.096,   2.6276E-008,   6.5176E-009,  
9.126,   2.6352E-008,   5.4322E-009,  
10.140,   2.7427E-008,   6.5879E-009,  
11.138,   2.8281E-008,   6.9497E-009,  
12.152,   2.7070E-008,   4.8191E-009,  
13.166,   2.7754E-008,   6.9196E-009,  
14.180,   2.7854E-008,   6.2010E-009,  
15.194,   2.6899E-008,   6.6583E-009,  
16.208,   2.5779E-008,   5.6281E-009,  
17.222,   2.8920E-008,   5.7136E-009,  
18.236,   2.8101E-008,   4.7538E-009,  
19.266,   2.8307E-008,   5.6784E-009,  
20.264,   2.7412E-008,   7.1910E-009,  
21.278,   2.8638E-008,   7.2563E-009,  
22.292,   2.7271E-008,   6.4221E-009,  
23.306,   2.8749E-008,   6.7136E-009,  
24.320,   2.7271E-008,   6.7136E-009,  
25.334,   2.7809E-008,   6.9095E-009,  
26.348,   2.8030E-008,   7.1809E-009,  
27.363,   2.7814E-008,   5.8844E-009,  
28.392,   2.8548E-008,   7.0251E-009,  
29.391,   2.9578E-008,   6.2814E-009,  
30.405,   2.7402E-008,   6.8342E-009,  
31.419,   2.9935E-008,   7.5930E-009,  
32.433,   2.9854E-008,   8.4121E-009,  
33.447,   2.8975E-008,   6.2764E-009,  
34.461,   2.9487E-008,   6.9849E-009,  
35.475,   2.8608E-008,   6.4874E-009,  
36.489,   2.8030E-008,   7.2864E-009,  
37.503,   2.8317E-008,   7.4472E-009,  
38.517,   2.9905E-008,   7.3769E-009,  
39.546,   3.0462E-008,   6.3216E-009,  
40.545,   3.0638E-008,   6.2814E-009,  
41.559,   3.0045E-008,   7.7085E-009,  
42.573,   3.0905E-008,   8.3970E-009,  
43.587,   3.0683E-008,   6.9045E-009,  
44.601,   2.9392E-008,   6.1156E-009,  
45.615,   3.1387E-008,   7.5779E-009,  
46.629,   3.0382E-008,   6.5779E-009,  
47.658,   3.0171E-008,   6.2513E-009,  
48.657,   2.9462E-008,   7.3568E-009,  
49.671,   2.9613E-008,   7.0804E-009,  
50.685,   3.1477E-008,   7.7286E-009,  
51.699,   2.9548E-008,   7.8794E-009,  
52.728,   3.0910E-008,   6.9196E-009,  
53.742,   3.0829E-008,   7.3266E-009,  
54.741,   3.1447E-008,   6.7889E-009,  
55.755,   3.0975E-008,   6.4724E-009,  
56.769,   3.1719E-008,   6.5678E-009,  
57.783,   3.2980E-008,   5.7889E-009,  
58.797,   2.9613E-008,   6.7688E-009,  
59.811,   3.0970E-008,   6.7136E-009,  
60.840,   3.1839E-008,   6.8643E-009,  
61.854,   3.2005E-008,   8.3166E-009,  
62.853,   3.2724E-008,   7.4774E-009,  
63.867,   3.2749E-008,   6.8643E-009,  
64.896,   3.1608E-008,   7.9196E-009,  
65.895,   3.1910E-008,   7.2211E-009,  
66.909,   3.2111E-008,   6.6181E-009,  
67.923,   3.2332E-008,   8.1055E-009,  
68.952,   3.3286E-008,   7.5276E-009,  
69.951,   3.1603E-008,   7.7337E-009,  
70.965,   3.2653E-008,   7.7739E-009,  
